High,Low,Close
3681.09,3679.34,3679.34
3679.26,3678.02,3678.65
3680.06,3678.14,3678.41
3678.05,3676.95,3677.46
3678.1,3676.93,3677.57
3678.13,3677.36,3678.13
3678.21,3677.49,3677.77
3678.38,3677.74,3678.29
3678.62,3678.0,3678.62
3679.18,3678.48,3678.54
3678.45,3677.8,3677.94
3678.23,3677.42,3677.96
3678.07,3677.33,3677.65
3678.32,3677.29,3677.93
3678.91,3677.99,3678.91
3679.22,3678.05,3678.05
3678.72,3677.9,3678.72
3678.69,3678.02,3678.69
3679.08,3678.19,3679.08
3678.55,3676.54,3677.56
3678.85,3677.68,3678.85
3679.21,3677.93,3678.87
3678.81,3677.39,3678.2
3678.73,3677.78,3677.85
3678.11,3676.83,3677.13
3677.17,3674.06,3674.22
3675.48,3674.22,3675.14
3675.39,3673.56,3674.61
3675.19,3674.45,3674.86
3675.38,3671.94,3672.73
3674.18,3672.33,3674.18
3674.57,3673.51,3674.56
3676.31,3674.58,3675.91
3676.86,3675.44,3676.76
3677.17,3676.51,3676.84
3678.59,3676.3,3678.02
3678.45,3676.97,3678.45
3679.44,3676.82,3677.13
3677.69,3675.84,3676.68
3676.91,3675.55,3675.85
3676.89,3672.82,3673.17
3674.13,3670.78,3670.78
3672.94,3670.4,3672.94
3674.33,3672.41,3674.33
3676.63,3674.03,3675.83
3676.08,3674.05,3674.22
3675.27,3673.71,3674.39
3676.04,3673.56,3675.07
3675.17,3673.9,3675.06
3675.02,3673.1,3675.02
3676.7,3674.72,3676.7
3677.19,3673.46,3673.46
3674.22,3673.29,3673.29
3673.55,3671.93,3672.3
3673.06,3671.98,3673.06
3673.87,3673.03,3673.13
3673.11,3671.63,3671.9
3673.13,3671.98,3672.5
3673.98,3671.75,3671.78
3671.23,3659.49,3660.84
3661.67,3658.97,3661.05
3662.52,3660.94,3661.85
3662.34,3658.08,3658.39
3659.87,3657.53,3658.01
3659.52,3656.7,3658.22
3660.62,3657.71,3660.62
3662.37,3661.06,3661.27
3661.66,3659.16,3659.16
3659.14,3651.0,3651.0
3651.34,3648.83,3650.79
3651.69,3650.11,3650.11
3650.69,3648.24,3650.55
3651.56,3650.14,3650.62
3650.49,3645.96,3647.0
3648.89,3646.57,3648.69
3648.8,3646.88,3646.94
3647.85,3645.81,3647.68
3648.07,3646.32,3646.32
3648.15,3646.32,3647.94
3648.66,3647.61,3647.78
3647.76,3645.66,3645.66
3647.47,3645.71,3647.29
3648.42,3646.79,3648.1
3650.03,3647.67,3648.73
3648.8,3646.89,3646.99
3646.88,3644.99,3645.43
3647.91,3646.09,3646.95
3647.49,3644.51,3644.51
3644.93,3639.82,3641.04
3641.28,3638.77,3641.09
3641.62,3640.25,3641.16
3643.43,3640.87,3642.94
3643.07,3641.75,3642.79
3642.9,3642.18,3642.9
3644.06,3642.44,3644.06
3644.23,3641.89,3642.4
3644.57,3642.55,3644.57
3644.94,3643.56,3643.77
3644.54,3643.81,3644.0
3644.92,3644.09,3644.09
3644.81,3642.28,3642.57
3642.51,3640.74,3640.74
3641.11,3640.31,3640.91
3641.69,3641.05,3641.5
3641.99,3641.21,3641.99
3642.49,3641.53,3641.97
3644.09,3641.91,3643.93
3645.49,3643.56,3645.03
3647.02,3645.19,3646.8
3647.38,3646.71,3647.05
3647.13,3646.5,3646.59
3647.18,3646.37,3646.96
3646.76,3644.94,3645.37
3645.87,3645.03,3645.61
3646.87,3645.69,3646.87
3646.67,3645.98,3646.42
3646.72,3645.57,3645.76
3646.24,3645.36,3645.53
3645.24,3644.44,3644.98
3646.13,3645.19,3645.94
3645.56,3642.32,3642.9
3643.79,3641.49,3643.49
3643.63,3641.73,3642.37
3642.98,3641.03,3641.94
3642.95,3641.6,3642.95
3643.28,3642.31,3643.09
3643.37,3642.42,3642.71
3642.88,3641.44,3641.56
3642.36,3641.59,3642.14
3642.33,3641.81,3641.88
3643.11,3641.92,3643.11
3643.01,3641.85,3641.93
3642.99,3641.95,3642.29
3642.49,3639.16,3639.2
3644.31,3639.33,3644.31
3644.86,3644.02,3644.45
3644.58,3643.75,3644.3
3645.49,3643.64,3645.49
3646.52,3644.47,3646.52
3647.8,3645.21,3647.8
3647.78,3645.91,3646.45
3646.69,3643.96,3643.96
3644.76,3644.01,3644.76
3648.73,3644.76,3648.73
3648.93,3646.7,3647.25
3650.43,3647.62,3650.43
3651.24,3649.31,3650.31
3652.06,3649.02,3652.06
3652.01,3650.16,3650.21
3651.22,3649.88,3650.72
3652.88,3650.55,3652.88
